image number,scene category,filename,hits,misses,false_alarms,correct_rejections
3780,filtered,220_6.png,0.206611570207,0.4545454545,0,0
3781,filtered,212_12.png,0.00826446280826,0.0909090909,0,0
3782,filtered,229_9.png,0.0,0.0,0,0
3783,filtered,238_13.png,0.404958677732,0.6363636364,0,0
3784,filtered,230_1.png,0.0,0.0,0,0
3785,filtered,211_9.png,0.0,0.0,0,0
3786,filtered,217_1.png,0.0,0.0,0,0
3787,filtered,228_6.png,0.404958677732,0.6363636364,0,0
3788,filtered,232_11.png,0.297520661207,0.5454545455,0,0
3789,filtered,224_6.png,0.0330578512331,0.1818181818,0,0
3790,filtered,216_1.png,0.0,0.0,0,0
3791,filtered,226_2.png,0.00826446280826,0.0909090909,0,0
3792,filtered,234_5.png,0.00826446280826,0.0909090909,0,0
3793,filtered,222_8.png,0.297520661207,0.5454545455,0,0
3794,filtered,218_11.png,0.0,0.0,0,0
3795,filtered,236_1.png,0.0,0.0,0,0
3796,filtered,221_11.png,0.00826446280826,0.0909090909,0,0
3797,filtered,249_6.png,0.413265306178,0.6428571429,0,0
3798,filtered,240_4.png,0.0204081632776,0.1428571429,0,0
3799,filtered,264_4.png,1.0,1.0,0,0
3800,filtered,244_3.png,0.617346938753,0.7857142857,0,0
3801,filtered,258_12.png,0.862244898012,0.9285714286,0,0
3802,filtered,241_22.png,0.0204081632776,0.1428571429,0,0
3803,filtered,248_3.png,0.25,0.5,0,0
3804,filtered,247_1.png,0.00510204081224,0.0714285714,0,0
3805,filtered,242_12.png,0.413265306178,0.6428571429,0,0
3806,filtered,271_4.png,0.183673469412,0.4285714286,0,0
3807,filtered,272_1.png,0.0,0.0,0,0
3808,filtered,262_7.png,0.25,0.5,0,0
3809,filtered,257_1.png,0.00510204081224,0.0714285714,0,0
3810,filtered,250_4.png,0.127551020378,0.3571428571,0,0
3811,filtered,245_5.png,0.00510204081224,0.0714285714,0,0
3812,filtered,255_1.png,0.00510204081224,0.0714285714,0,0
3813,filtered,267_15.png,0.617346938753,0.7857142857,0,0
3814,filtered,259_13.png,0.127551020378,0.3571428571,0,0
3815,filtered,263_4.png,0.00510204081224,0.0714285714,0,0
3816,filtered,252_8.png,0.00510204081224,0.0714285714,0,0
3817,filtered,269_9.png,0.413265306178,0.6428571429,0,0
3818,filtered,243_3.png,0.127551020378,0.3571428571,0,0
3819,filtered,251_12.png,0.862244898012,0.9285714286,0,0
3820,filtered,246_33.png,0.0,0.0,0,0
3821,filtered,239_15.png,0.0,0.0,0,0
3822,filtered,254_9.png,0.183673469412,0.4285714286,0,0
3823,filtered,266_32.png,0.326530612212,0.5714285714,0,0
3824,filtered,253_5.png,0.0,0.0,0,0
3825,filtered,265_18.png,0.413265306178,0.6428571429,0,0
3826,filtered,260_13.png,0.0204081632776,0.1428571429,0,0
3827,filtered,302_16.png,0.0277777777889,0.1666666667,0,0
3828,filtered,292_10.png,0.308641975358,0.5555555556,0,0
3829,filtered,285_6.png,1.0,1.0,0,0
3830,filtered,278_17.png,0.37345679011,0.6111111111,0,0
3831,filtered,283_8.png,0.197530864158,0.4444444444,0,0
3832,filtered,301_3.png,0.60493827164,0.7777777778,0,0
3833,filtered,246_24.png,0.0123456790099,0.1111111111,0,0
3834,filtered,280_13.png,0.0493827160395,0.2222222222,0,0
3835,filtered,275_1.png,0.15123456791,0.3888888889,0,0
3836,filtered,296_7.png,0.00308641975802,0.0555555556,0,0
3837,filtered,294_22.png,0.0771604938395,0.2777777778,0,0
3838,filtered,304_1.png,0.0493827160395,0.2222222222,0,0
3839,filtered,293_4.png,0.0493827160395,0.2222222222,0,0
3840,filtered,289_9.png,0.0277777777889,0.1666666667,0,0
3841,filtered,299_14.png,0.00308641975802,0.0555555556,0,0
3842,filtered,290_9.png,0.0123456790099,0.1111111111,0,0
3843,filtered,286_10.png,0.52160493824,0.7222222222,0,0
3844,filtered,291_15.png,0.37345679011,0.6111111111,0,0
3845,filtered,300_9.png,0.0277777777889,0.1666666667,0,0
3846,filtered,303_39.png,0.444444444489,0.6666666667,0,0
3847,filtered,282_6.png,0.308641975358,0.5555555556,0,0
3848,filtered,297_5.png,0.197530864158,0.4444444444,0,0
3849,filtered,276_2.png,0.0123456790099,0.1111111111,0,0
3850,filtered,284_4.png,0.444444444489,0.6666666667,0,0
3851,filtered,298_16.png,0.308641975358,0.5555555556,0,0
3852,filtered,273_6.png,0.444444444489,0.6666666667,0,0
3853,filtered,277_7.png,0.197530864158,0.4444444444,0,0
3854,filtered,288_4.png,0.37345679011,0.6111111111,0,0
3855,filtered,279_9.png,0.308641975358,0.5555555556,0,0
3856,filtered,287_1.png,0.0771604938395,0.2777777778,0,0
3857,filtered,309_10.png,0.00591715975976,0.0769230769,0,0
3858,filtered,318_8.png,0.85207100596,0.9230769231,0,0
3859,filtered,317_17.png,0.0,0.0,0,0
3860,filtered,311_3.png,0.715976331439,0.8461538462,0,0
3861,filtered,205_12.png,0.85207100596,0.9230769231,0,0
3862,filtered,315_16.png,0.0236686390391,0.1538461538,0,0
3863,filtered,246_9.png,0.0,0.0,0,0
3864,filtered,307_21.png,0.0,0.0,0,0
3865,filtered,209_3.png,0.00591715975976,0.0769230769,0,0
3866,filtered,305_15.png,0.00591715975976,0.0769230769,0,0
3867,filtered,324_1.png,0.0236686390391,0.1538461538,0,0
3868,filtered,328_3.png,0.00591715975976,0.0769230769,0,0
3869,filtered,210_20.png,0.147928994071,0.3846153846,0,0
3870,filtered,206_8.png,0.053254437884,0.2307692308,0,0
3871,filtered,327_11.png,0.213017751444,0.4615384615,0,0
3872,filtered,204_10.png,0.00591715975976,0.0769230769,0,0
3873,filtered,203_1.png,0.0946745562178,0.3076923077,0,0
3874,filtered,316_4.png,0.0,0.0,0,0
3875,filtered,202_3.png,0.715976331439,0.8461538462,0,0
3876,filtered,207_8.png,0.00591715975976,0.0769230769,0,0
3877,filtered,208_19.png,0.0,0.0,0,0
3878,filtered,310_8.png,0.289940828444,0.5384615385,0,0
3879,filtered,320_7.png,0.289940828444,0.5384615385,0,0
3880,filtered,201_3.png,0.0236686390391,0.1538461538,0,0
3881,filtered,312_7.png,0.0,0.0,0,0
3882,filtered,313_5.png,0.0,0.0,0,0
3883,filtered,323_3.png,0.0,0.0,0,0
3884,filtered,321_26.png,0.0236686390391,0.1538461538,0,0
3885,filtered,314_14.png,0.0236686390391,0.1538461538,0,0
3886,filtered,308_6.png,0.0236686390391,0.1538461538,0,0
3887,filtered,220_5.png,0.694444444389,0.8333333333,0,0
3888,filtered,232_12.png,0.197530864158,0.4444444444,0,0
3889,filtered,235_13.png,0.444444444489,0.6666666667,0,0
3890,filtered,234_2.png,0.0123456790099,0.1111111111,0,0
3891,filtered,217_3.png,0.0,0.0,0,0
3892,filtered,214_5.png,0.197530864158,0.4444444444,0,0
3893,filtered,211_1.png,0.308641975358,0.5555555556,0,0
3894,filtered,228_7.png,0.79012345681,0.8888888889,0,0
3895,filtered,224_2.png,0.0493827160395,0.2222222222,0,0
3896,filtered,226_6.png,0.444444444489,0.6666666667,0,0
3897,filtered,218_8.png,0.00308641975802,0.0555555556,0,0
3898,filtered,213_7.png,0.0277777777889,0.1666666667,0,0
3899,filtered,230_6.png,0.37345679011,0.6111111111,0,0
3900,filtered,212_14.png,0.308641975358,0.5555555556,0,0
3901,filtered,216_8.png,0.0123456790099,0.1111111111,0,0
3902,filtered,239_12.png,0.0,0.0,0,0
3903,filtered,222_7.png,0.00308641975802,0.0555555556,0,0
3904,filtered,229_1.png,0.111111111089,0.3333333333,0,0
3905,filtered,219_2.png,0.444444444489,0.6666666667,0,0
3906,filtered,227_3.png,0.0493827160395,0.2222222222,0,0
3907,filtered,223_9.png,0.0493827160395,0.2222222222,0,0
3908,filtered,237_6.png,0.25,0.5,0,0
3909,filtered,236_4.png,0.0,0.0,0,0
3910,filtered,233_12.png,0.00308641975802,0.0555555556,0,0
3911,filtered,231_7.png,0.308641975358,0.5555555556,0,0
3912,filtered,238_9.png,0.25,0.5,0,0
3913,filtered,215_2.png,0.79012345681,0.8888888889,0,0
3914,filtered,246_32.png,0.00308641975802,0.0555555556,0,0
3915,filtered,221_12.png,0.0123456790099,0.1111111111,0,0
3916,filtered,225_9.png,0.37345679011,0.6111111111,0,0
3917,filtered,261_5.png,0.751111111169,0.8666666667,0,0
3918,filtered,250_7.png,0.64,0.8,0,0
3919,filtered,243_1.png,0.111111111089,0.3333333333,0,0
3920,filtered,255_7.png,0.0,0.0,0,0
3921,filtered,244_4.png,0.0177777777689,0.1333333333,0,0
3922,filtered,264_1.png,0.0,0.0,0,0
3923,filtered,262_6.png,0.36,0.6,0,0
3924,filtered,251_1.png,0.00444444444889,0.0666666667,0,0
3925,filtered,253_15.png,0.751111111169,0.8666666667,0,0
3926,filtered,258_9.png,0.0711111111289,0.2666666667,0,0
3927,filtered,247_9.png,0.217777777809,0.4666666667,0,0
3928,filtered,245_9.png,0.444444444489,0.6666666667,0,0
3929,filtered,265_1.png,0.00444444444889,0.0666666667,0,0
3930,filtered,240_9.png,0.36,0.6,0,0
3931,filtered,260_2.png,0.0177777777689,0.1333333333,0,0
3932,filtered,266_4.png,0.0,0.0,0,0
3933,filtered,257_8.png,0.16,0.4,0,0
3934,filtered,256_2.png,0.64,0.8,0,0
3935,filtered,252_1.png,0.00444444444889,0.0666666667,0,0
3936,filtered,263_10.png,0.0,0.0,0,0
3937,filtered,246_12.png,0.0,0.0,0,0
3938,filtered,242_1.png,0.111111111089,0.3333333333,0,0
3939,filtered,268_3.png,0.64,0.8,0,0
3940,filtered,269_7.png,0.0,0.0,0,0
3941,filtered,259_16.png,0.0177777777689,0.1333333333,0,0
3942,filtered,248_2.png,0.00444444444889,0.0666666667,0,0
3943,filtered,249_9.png,0.36,0.6,0,0
3944,filtered,241_23.png,0.00444444444889,0.0666666667,0,0
3945,filtered,267_14.png,0.00444444444889,0.0666666667,0,0
3946,filtered,254_7.png,0.00444444444889,0.0666666667,0,0
3947,filtered,285_8.png,0.124567474069,0.3529411765,0,0
3948,filtered,277_4.png,0.0553633217772,0.2352941176,0,0
3949,filtered,278_7.png,0.0553633217772,0.2352941176,0,0
3950,filtered,283_7.png,0.0138408304443,0.1176470588,0,0
3951,filtered,273_1.png,0.0865051903356,0.2941176471,0,0
3952,filtered,291_3.png,0.0138408304443,0.1176470588,0,0
3953,filtered,274_13.png,0.346020761225,0.5882352941,0,0
3954,filtered,290_10.png,0.280276816603,0.5294117647,0,0
3955,filtered,281_4.png,0.418685121069,0.6470588235,0,0
3956,filtered,297_6.png,0.0138408304443,0.1176470588,0,0
3957,filtered,288_1.png,0.418685121069,0.6470588235,0,0
3958,filtered,271_7.png,0.6782006921,0.8235294118,0,0
3959,filtered,289_1.png,0.0,0.0,0,0
3960,filtered,295_7.png,0.280276816603,0.5294117647,0,0
3961,filtered,280_3.png,0.0138408304443,0.1176470588,0,0
3962,filtered,284_1.png,0.498269896136,0.7058823529,0,0
3963,filtered,296_8.png,0.0,0.0,0,0
3964,filtered,287_6.png,0.418685121069,0.6470588235,0,0
3965,filtered,298_11.png,0.00346020761107,0.0588235294,0,0
3966,filtered,276_3.png,0.0553633217772,0.2352941176,0,0
3967,filtered,279_1.png,0.00346020761107,0.0588235294,0,0
3968,filtered,272_17.png,0.0865051903356,0.2941176471,0,0
3969,filtered,275_2.png,0.885813148811,0.9411764706,0,0
3970,filtered,246_34.png,0.0138408304443,0.1176470588,0,0
3971,filtered,294_3.png,0.00346020761107,0.0588235294,0,0
3972,filtered,286_11.png,0.0311418684997,0.1764705882,0,0
3973,filtered,270_2.png,0.124567474069,0.3529411765,0,0
3974,filtered,292_9.png,0.221453287203,0.4705882353,0,0
3975,filtered,282_5.png,0.584775086577,0.7647058824,0,0
3976,filtered,293_7.png,0.0311418684997,0.1764705882,0,0
3977,filtered,312_23.png,0.413265306178,0.6428571429,0,0
3978,filtered,310_6.png,0.0,0.0,0,0
3979,filtered,327_8.png,0.0204081632776,0.1428571429,0,0
3980,filtered,314_9.png,0.0,0.0,0,0
3981,filtered,324_11.png,0.25,0.5,0,0
3982,filtered,326_2.png,0.617346938753,0.7857142857,0,0
3983,filtered,318_9.png,0.326530612212,0.5714285714,0,0
3984,filtered,304_18.png,0.0204081632776,0.1428571429,0,0
3985,filtered,313_15.png,0.0,0.0,0,0
3986,filtered,302_1.png,0.0204081632776,0.1428571429,0,0
3987,filtered,305_5.png,0.00510204081224,0.0714285714,0,0
3988,filtered,306_6.png,0.510204081653,0.7142857143,0,0
3989,filtered,299_1.png,0.0816326530531,0.2857142857,0,0
3990,filtered,301_4.png,0.510204081653,0.7142857143,0,0
3991,filtered,320_6.png,0.862244898012,0.9285714286,0,0
3992,filtered,307_1.png,0.00510204081224,0.0714285714,0,0
3993,filtered,303_3.png,0.00510204081224,0.0714285714,0,0
3994,filtered,316_9.png,0.734693877478,0.8571428571,0,0
3995,filtered,321_7.png,0.0,0.0,0,0
3996,filtered,328_24.png,0.25,0.5,0,0
3997,filtered,323_1.png,0.510204081653,0.7142857143,0,0
3998,filtered,319_4.png,0.734693877478,0.8571428571,0,0
3999,filtered,300_10.png,0.00510204081224,0.0714285714,0,0
4000,filtered,322_2.png,0.617346938753,0.7857142857,0,0
4001,filtered,325_2.png,0.25,0.5,0,0
4002,filtered,317_30.png,0.0,0.0,0,0
4003,filtered,309_12.png,0.0459183673531,0.2142857143,0,0
4004,filtered,315_17.png,0.510204081653,0.7142857143,0,0
4005,filtered,308_7.png,0.510204081653,0.7142857143,0,0
4006,filtered,311_2.png,0.127551020378,0.3571428571,0,0
4007,filtered,409_8.png,0.153119092607,0.3913043478,0,0
4008,filtered,375_3.png,0.0302457466994,0.1739130435,0,0
4009,filtered,370_7.png,0.483931947052,0.6956521739,0,0
4010,filtered,351_4.png,0.0,0.0,0,0
4011,filtered,365_4.png,0.0302457466994,0.1739130435,0,0
4012,filtered,329_15.png,0.00756143666616,0.0869565217,0,0
4013,filtered,356_15.png,0.0,0.0,0,0
4014,filtered,339_28.png,0.319470699428,0.5652173913,0,0
4015,filtered,397_12.png,0.319470699428,0.5652173913,0,0
4016,filtered,342_9.png,0.00189035917089,0.0434782609,0,0
4017,filtered,424_3.png,0.153119092607,0.3913043478,0,0
4018,filtered,400_11.png,0.00189035917089,0.0434782609,0,0
4019,filtered,349_2.png,0.0926275992518,0.3043478261,0,0
4020,filtered,359_6.png,0.0,0.0,0,0
4021,filtered,404_4.png,0.0472589791853,0.2173913043,0,0
4022,filtered,383_8.png,0.0170132325119,0.1304347826,0,0
4023,filtered,334_2.png,0.0,0.0,0,0
4024,filtered,398_4.png,0.120982986798,0.347826087,0,0
4025,filtered,395_20.png,0.00189035917089,0.0434782609,0,0
4026,filtered,338_6.png,0.0,0.0,0,0
4027,filtered,350_13.png,0.0472589791853,0.2173913043,0,0
4028,filtered,341_10.png,0.0302457466994,0.1739130435,0,0
4029,filtered,376_18.png,0.0,0.0,0,0
4030,filtered,364_15.png,0.00756143666616,0.0869565217,0,0
4031,filtered,353_1.png,0.0472589791853,0.2173913043,0,0
4032,filtered,437_16.png,0.00756143666616,0.0869565217,0,0
4033,filtered,396_1.png,0.00189035917089,0.0434782609,0,0
4034,filtered,423_5.png,0.00189035917089,0.0434782609,0,0
4035,filtered,385_34.png,0.00189035917089,0.0434782609,0,0
4036,filtered,418_6.png,0.00189035917089,0.0434782609,0,0
4037,filtered,423_6.png,0.0,0.0,0,0
4038,filtered,416_2.png,0.140625,0.375,0,0
4039,filtered,429_22.png,0.87890625,0.9375,0,0
4040,filtered,415_14.png,0.765625,0.875,0,0
4041,filtered,418_10.png,0.0,0.0,0,0
4042,filtered,437_18.png,0.00390625,0.0625,0,0
4043,filtered,339_12.png,0.0,0.0,0,0
4044,filtered,398_6.png,0.015625,0.125,0,0
4045,filtered,364_19.png,0.015625,0.125,0,0
4046,filtered,359_2.png,0.19140625,0.4375,0,0
4047,filtered,400_21.png,0.00390625,0.0625,0,0
4048,filtered,341_2.png,0.00390625,0.0625,0,0
4049,filtered,356_19.png,0.0,0.0,0,0
4050,filtered,392_5.png,0.09765625,0.3125,0,0
4051,filtered,397_17.png,0.19140625,0.4375,0,0
4052,filtered,409_17.png,0.0625,0.25,0,0
4053,filtered,329_12.png,0.390625,0.625,0,0
4054,filtered,342_17.png,0.015625,0.125,0,0
4055,filtered,334_11.png,0.00390625,0.0625,0,0
4056,filtered,452_6.png,0.25,0.5,0,0
4057,filtered,338_2.png,0.03515625,0.1875,0,0
4058,filtered,424_14.png,0.00390625,0.0625,0,0
4059,filtered,396_4.png,0.03515625,0.1875,0,0
4060,filtered,343_3.png,0.0625,0.25,0,0
4061,filtered,404_1.png,0.015625,0.125,0,0
4062,filtered,395_23.png,0.47265625,0.6875,0,0
4063,filtered,385_6.png,0.03515625,0.1875,0,0
4064,filtered,408_30.png,0.00390625,0.0625,0,0
4065,filtered,376_22.png,0.00390625,0.0625,0,0
4066,filtered,389_28.png,0.015625,0.125,0,0
4067,filtered,359_20.png,0.52160493824,0.7222222222,0,0
4068,filtered,409_12.png,0.00308641975802,0.0555555556,0,0
4069,filtered,396_16.png,0.694444444389,0.8333333333,0,0
4070,filtered,382_32.png,0.60493827164,0.7777777778,0,0
4071,filtered,383_10.png,0.15123456791,0.3888888889,0,0
4072,filtered,398_10.png,0.0493827160395,0.2222222222,0,0
4073,filtered,404_2.png,0.15123456791,0.3888888889,0,0
4074,filtered,347_9.png,0.79012345681,0.8888888889,0,0
4075,filtered,365_10.png,0.0123456790099,0.1111111111,0,0
4076,filtered,364_27.png,0.00308641975802,0.0555555556,0,0
4077,filtered,353_19.png,0.00308641975802,0.0555555556,0,0
4078,filtered,376_17.png,0.111111111089,0.3333333333,0,0
4079,filtered,374_2.png,0.0123456790099,0.1111111111,0,0
4080,filtered,356_17.png,0.0,0.0,0,0
4081,filtered,342_12.png,0.0277777777889,0.1666666667,0,0
4082,filtered,341_17.png,0.0771604938395,0.2777777778,0,0
4083,filtered,375_1.png,0.00308641975802,0.0555555556,0,0
4084,filtered,424_6.png,0.0,0.0,0,0
4085,filtered,400_25.png,0.00308641975802,0.0555555556,0,0
4086,filtered,385_33.png,0.0771604938395,0.2777777778,0,0
4087,filtered,351_13.png,0.111111111089,0.3333333333,0,0
4088,filtered,338_31.png,0.197530864158,0.4444444444,0,0
4089,filtered,350_14.png,0.15123456791,0.3888888889,0,0
4090,filtered,437_14.png,0.0277777777889,0.1666666667,0,0
4091,filtered,346_16.png,0.0277777777889,0.1666666667,0,0
4092,filtered,349_5.png,0.00308641975802,0.0555555556,0,0
4093,filtered,418_9.png,0.444444444489,0.6666666667,0,0
4094,filtered,397_19.png,0.308641975358,0.5555555556,0,0
4095,filtered,363_5.png,0.15123456791,0.3888888889,0,0
4096,filtered,370_6.png,0.15123456791,0.3888888889,0,0
4097,filtered,415_13.png,0.378698224871,0.6153846154,0,0
4098,filtered,385_3.png,0.0,0.0,0,0
4099,filtered,364_21.png,0.147928994071,0.3846153846,0,0
4100,filtered,376_16.png,0.0236686390391,0.1538461538,0,0
4101,filtered,391_8.png,0.591715976284,0.7692307692,0,0
4102,filtered,423_9.png,0.147928994071,0.3846153846,0,0
4103,filtered,429_4.png,0.00591715975976,0.0769230769,0,0
4104,filtered,384_11.png,0.0,0.0,0,0
4105,filtered,409_3.png,0.289940828444,0.5384615385,0,0
4106,filtered,398_9.png,0.0236686390391,0.1538461538,0,0
4107,filtered,400_28.png,0.213017751444,0.4615384615,0,0
4108,filtered,424_12.png,0.00591715975976,0.0769230769,0,0
4109,filtered,341_14.png,0.0236686390391,0.1538461538,0,0
4110,filtered,342_21.png,0.0236686390391,0.1538461538,0,0
4111,filtered,392_2.png,0.00591715975976,0.0769230769,0,0
4112,filtered,359_21.png,0.213017751444,0.4615384615,0,0
4113,filtered,387_10.png,0.289940828444,0.5384615385,0,0
4114,filtered,414_18.png,0.0946745562178,0.3076923077,0,0
4115,filtered,395_22.png,0.00591715975976,0.0769230769,0,0
4116,filtered,389_17.png,0.0,0.0,0,0
4117,filtered,388_2.png,0.00591715975976,0.0769230769,0,0
4118,filtered,404_14.png,0.0,0.0,0,0
4119,filtered,418_8.png,0.00591715975976,0.0769230769,0,0
4120,filtered,396_17.png,0.053254437884,0.2307692308,0,0
4121,filtered,416_9.png,0.0236686390391,0.1538461538,0,0
4122,filtered,397_9.png,0.147928994071,0.3846153846,0,0
4123,filtered,338_34.png,0.00591715975976,0.0769230769,0,0
4124,filtered,408_34.png,0.00591715975976,0.0769230769,0,0
4125,filtered,431_6.png,0.715976331439,0.8461538462,0,0
4126,filtered,356_16.png,0.00591715975976,0.0769230769,0,0
4127,filtered,446_1.png,0.0625,0.25,0,0
4128,filtered,409_11.png,0.173611111139,0.4166666667,0,0
4129,filtered,343_4.png,0.111111111089,0.3333333333,0,0
4130,filtered,332_6.png,0.444444444489,0.6666666667,0,0
4131,filtered,350_12.png,0.00694444443889,0.0833333333,0,0
4132,filtered,448_13.png,0.173611111139,0.4166666667,0,0
4133,filtered,356_1.png,0.00694444443889,0.0833333333,0,0
4134,filtered,436_8.png,0.0277777777889,0.1666666667,0,0
4135,filtered,349_7.png,0.5625,0.75,0,0
4136,filtered,437_15.png,0.00694444443889,0.0833333333,0,0
4137,filtered,329_16.png,0.340277777739,0.5833333333,0,0
4138,filtered,346_19.png,0.00694444443889,0.0833333333,0,0
4139,filtered,345_12.png,0.0,0.0,0,0
4140,filtered,364_20.png,0.00694444443889,0.0833333333,0,0
4141,filtered,398_1.png,0.0277777777889,0.1666666667,0,0
4142,filtered,347_10.png,0.00694444443889,0.0833333333,0,0
4143,filtered,341_13.png,0.0,0.0,0,0
4144,filtered,359_15.png,0.0277777777889,0.1666666667,0,0
4145,filtered,385_9.png,0.0277777777889,0.1666666667,0,0
4146,filtered,435_16.png,0.0,0.0,0,0
4147,filtered,335_6.png,0.5625,0.75,0,0
4148,filtered,342_19.png,0.694444444389,0.8333333333,0,0
4149,filtered,376_15.png,0.0277777777889,0.1666666667,0,0
4150,filtered,338_23.png,0.0,0.0,0,0
4151,filtered,351_3.png,0.00694444443889,0.0833333333,0,0
4152,filtered,339_27.png,0.0277777777889,0.1666666667,0,0
4153,filtered,337_8.png,0.173611111139,0.4166666667,0,0
4154,filtered,452_7.png,0.00694444443889,0.0833333333,0,0
4155,filtered,400_1.png,0.0,0.0,0,0
4156,filtered,334_12.png,0.694444444389,0.8333333333,0,0
4157,filtered,400_23.png,0.0110803324111,0.1052631579,0,0
4158,filtered,389_26.png,0.277008310277,0.5263157895,0,0
4159,filtered,375_8.png,0.335180055377,0.5789473684,0,0
4160,filtered,374_3.png,0.398891966799,0.6315789474,0,0
4161,filtered,391_5.png,0.0249307479091,0.1578947368,0,0
4162,filtered,395_1.png,0.0110803324111,0.1052631579,0,0
4163,filtered,388_9.png,0.623268698044,0.7894736842,0,0
4164,filtered,359_4.png,0.0249307479091,0.1578947368,0,0
4165,filtered,383_1.png,0.0997229916997,0.3157894737,0,0
4166,filtered,403_4.png,0.0110803324111,0.1052631579,0,0
4167,filtered,379_2.png,0.135734071999,0.3684210526,0,0
4168,filtered,392_7.png,0.0443213296443,0.2105263158,0,0
4169,filtered,387_13.png,0.0,0.0,0,0
4170,filtered,396_2.png,0.177285318577,0.4210526316,0,0
4171,filtered,385_35.png,0.398891966799,0.6315789474,0,0
4172,filtered,382_30.png,0.0,0.0,0,0
4173,filtered,365_11.png,0.0997229916997,0.3157894737,0,0
4174,filtered,353_13.png,0.0443213296443,0.2105263158,0,0
4175,filtered,364_26.png,0.00277008309751,0.0526315789,0,0
4176,filtered,341_11.png,0.0692520775429,0.2631578947,0,0
4177,filtered,376_21.png,0.0443213296443,0.2105263158,0,0
4178,filtered,338_35.png,0.177285318577,0.4210526316,0,0
4179,filtered,363_6.png,0.0110803324111,0.1052631579,0,0
4180,filtered,398_8.png,0.709141274309,0.8421052632,0,0
4181,filtered,370_5.png,0.0249307479091,0.1578947368,0,0
4182,filtered,397_10.png,0.0249307479091,0.1578947368,0,0
4183,filtered,384_10.png,0.0997229916997,0.3157894737,0,0
4184,filtered,372_12.png,0.542936288143,0.7368421053,0,0
4185,filtered,356_20.png,0.0443213296443,0.2105263158,0,0
4186,filtered,352_1.png,0.00277008309751,0.0526315789,0,0
4187,filtered,416_3.png,0.01,0.1,0,0
4188,filtered,435_18.png,0.25,0.5,0,0
4189,filtered,426_20.png,0.09,0.3,0,0
4190,filtered,431_7.png,0.09,0.3,0,0
4191,filtered,410_2.png,0.2025,0.45,0,0
4192,filtered,385_32.png,0.16,0.4,0,0
4193,filtered,408_33.png,0.01,0.1,0,0
4194,filtered,440_10.png,0.1225,0.35,0,0
4195,filtered,421_5.png,0.1225,0.35,0,0
4196,filtered,424_8.png,0.0,0.0,0,0
4197,filtered,405_13.png,0.04,0.2,0,0
4198,filtered,364_16.png,0.01,0.1,0,0
4199,filtered,341_15.png,0.2025,0.45,0,0
4200,filtered,425_5.png,0.5625,0.75,0,0
4201,filtered,437_19.png,0.25,0.5,0,0
4202,filtered,414_23.png,0.09,0.3,0,0
4203,filtered,338_24.png,0.04,0.2,0,0
4204,filtered,436_7.png,0.0025,0.05,0,0
4205,filtered,417_4.png,0.0225,0.15,0,0
4206,filtered,427_6.png,0.0225,0.15,0,0
4207,filtered,429_2.png,0.0225,0.15,0,0
4208,filtered,376_3.png,0.01,0.1,0,0
4209,filtered,415_2.png,0.0,0.0,0,0
4210,filtered,423_10.png,0.3025,0.55,0,0
4211,filtered,407_14.png,0.0225,0.15,0,0
4212,filtered,400_9.png,0.0225,0.15,0,0
4213,filtered,404_13.png,0.0,0.0,0,0
4214,filtered,418_11.png,0.0025,0.05,0,0
4215,filtered,356_18.png,0.04,0.2,0,0
4216,filtered,409_9.png,0.0625,0.25,0,0
4217,filtered,342_14.png,0.15123456791,0.3888888889,0,0
4218,filtered,335_2.png,0.0,0.0,0,0
4219,filtered,351_11.png,0.891975308558,0.9444444444,0,0
4220,filtered,346_1.png,0.37345679011,0.6111111111,0,0
4221,filtered,329_9.png,0.0771604938395,0.2777777778,0,0
4222,filtered,448_19.png,0.891975308558,0.9444444444,0,0
4223,filtered,340_8.png,0.15123456791,0.3888888889,0,0
4224,filtered,400_13.png,0.0277777777889,0.1666666667,0,0
4225,filtered,350_15.png,0.111111111089,0.3333333333,0,0
4226,filtered,336_1.png,0.0771604938395,0.2777777778,0,0
4227,filtered,339_30.png,0.25,0.5,0,0
4228,filtered,334_3.png,0.60493827164,0.7777777778,0,0
4229,filtered,349_1.png,0.0,0.0,0,0
4230,filtered,341_1.png,0.0277777777889,0.1666666667,0,0
4231,filtered,446_17.png,0.25,0.5,0,0
4232,filtered,364_25.png,0.0277777777889,0.1666666667,0,0
4233,filtered,338_29.png,0.00308641975802,0.0555555556,0,0
4234,filtered,449_5.png,0.15123456791,0.3888888889,0,0
4235,filtered,348_3.png,0.60493827164,0.7777777778,0,0
4236,filtered,441_7.png,0.60493827164,0.7777777778,0,0
4237,filtered,451_3.png,0.00308641975802,0.0555555556,0,0
4238,filtered,343_1.png,0.0771604938395,0.2777777778,0,0
4239,filtered,352_2.png,0.0493827160395,0.2222222222,0,0
4240,filtered,444_5.png,0.37345679011,0.6111111111,0,0
4241,filtered,345_14.png,0.694444444389,0.8333333333,0,0
4242,filtered,376_19.png,0.0123456790099,0.1111111111,0,0
4243,filtered,452_4.png,0.00308641975802,0.0555555556,0,0
4244,filtered,347_8.png,0.37345679011,0.6111111111,0,0
4245,filtered,332_7.png,0.0277777777889,0.1666666667,0,0
4246,filtered,337_7.png,0.0,0.0,0,0
4247,filtered,356_6.png,0.053254437884,0.2307692308,0,0
4248,filtered,383_9.png,0.00591715975976,0.0769230769,0,0
